matchId,summonerId,championId,kills,deaths,assists,kda,wins,losses,played,winrate,masteryPoints,masteryLevel
2054996119,20396545,10,47,55,65,2.036363636363636,2,4,6,0.3333333333333333,3261,2
2054996119,20153025,41,173,194,313,2.5051546391752577,17,18,35,0.4857142857142857,30606,5
2054996119,19980524,120,48,61,121,2.7704918032786887,5,4,9,0.5555555555555556,7546,3
2054996119,39945811,223,10,13,28,2.923076923076923,1,1,2,0.5,4181,2
2054996119,43380425,81,23,21,23,2.1904761904761907,1,3,4,0.25,11639,3
2054996310,44334128,56,2340,1797,2467,2.6750139120756815,188,139,327,0.5749235474006116,270518,5
2054996310,43977977,236,155,163,187,2.098159509202454,12,15,27,0.4444444444444444,12947,4
2054996310,65591292,432,31,73,136,2.287671232876712,3,6,9,0.3333333333333333,5325,2
2054996310,24517491,91,436,317,399,2.634069400630915,28,20,48,0.5833333333333334,183125,5
2054996310,25087869,41,45,43,71,2.697674418604651,5,3,8,0.625,13920,4
2054996310,39508207,157,706,737,796,2.037991858887381,47,58,105,0.44761904761904764,73942,5
2054996310,19001639,18,85,71,69,2.1690140845070425,4,9,13,0.3076923076923077,4428,2
2054996310,31756381,64,60,63,81,2.238095238095238,0,8,8,0.0,4470,2
2054996310,22230126,63,38,32,60,3.0625,4,2,6,0.6666666666666666,3862,2
2054996310,60434732,54,155,157,288,2.821656050955414,14,12,26,0.5384615384615384,27160,5
2054996324,60800422,238,91,96,106,2.0520833333333335,6,4,10,0.6,15396,4
2054996324,61685748,133,9,6,19,4.666666666666667,1,0,1,1.0,7025,3
2054996324,29188153,12,121,457,893,2.2188183807439823,27,31,58,0.46551724137931033,41421,5
2054996324,49024956,5,241,238,229,1.9747899159663866,21,12,33,0.6363636363636364,29615,5
2054996324,24676482,119,1989,1502,1401,2.2569906790945407,99,97,196,0.5051020408163265,100834,5
2054996324,49241556,122,370,355,280,1.8309859154929577,22,20,42,0.5238095238095238,43739,5
2054996324,67114371,131,2954,2020,2117,2.51039603960396,155,125,280,0.5535714285714286,285921,5
2054996324,51371334,53,198,306,795,3.2450980392156863,30,29,59,0.5084745762711864,51794,5
2054996324,50906938,64,221,194,235,2.350515463917526,14,17,31,0.45161290322580644,30146,5
2054996324,57006432,18,28,30,41,2.3,1,4,5,0.2,3227,2
2054996346,21828422,266,107,129,128,1.821705426356589,9,13,22,0.4090909090909091,19507,4
2054996346,31614522,89,38,92,182,2.391304347826087,6,8,14,0.42857142857142855,8401,3
2054996346,35039042,64,751,874,735,1.700228832951945,48,60,108,0.4444444444444444,68417,5
2054996346,40348685,236,297,252,292,2.3373015873015874,17,23,40,0.425,29683,5
2054996346,414769,99,116,59,142,4.372881355932203,11,5,16,0.6875,37373,5
2054996346,23637863,222,125,123,126,2.040650406504065,12,7,19,0.631578947368421,14892,4
2054996346,38024991,77,2188,1965,2388,2.3287531806615775,221,169,390,0.5666666666666667,324555,5
2054996346,24173785,12,76,263,734,3.079847908745247,24,27,51,0.47058823529411764,34720,5
2054996346,45175861,41,71,55,77,2.690909090909091,5,6,11,0.45454545454545453,15464,4
2054996346,46073648,105,747,576,443,2.0659722222222223,41,26,67,0.6119402985074627,59630,5
2054996399,50586767,412,134,336,758,2.6547619047619047,33,15,48,0.6875,63399,5
2054996399,28590027,203,860,662,870,2.6132930513595167,61,33,94,0.648936170212766,151309,5
2054996399,39440390,103,2300,1776,2690,2.809684684684685,181,142,323,0.5603715170278638,192172,5
2054996399,33981642,120,505,338,547,3.1124260355029585,39,36,75,0.52,17852,4
2054996399,32604498,67,787,529,608,2.6370510396975426,50,43,93,0.5376344086021505,163187,5
2054996399,22637554,5,103,98,105,2.122448979591837,8,9,17,0.47058823529411764,29567,5
2054996399,21322071,63,116,96,190,3.1875,9,6,15,0.6,15341,4
2054996399,52400253,133,495,400,475,2.425,33,24,57,0.5789473684210527,87023,5
2054996399,31832320,238,191,206,175,1.7766990291262137,14,14,28,0.5,7795,3
2054996399,19741926,104,18,22,30,2.1818181818181817,2,1,3,0.6666666666666666,5747,2
2054996431,28847169,102,555,458,722,2.7882096069868996,51,46,97,0.5257731958762887,116680,5
2054996431,47611314,63,453,324,425,2.7098765432098766,29,31,60,0.48333333333333334,46474,5
2054996431,72387,201,297,589,1798,3.556876061120543,65,43,108,0.6018518518518519,100659,5
2054996431,31562228,154,561,340,1048,4.732352941176471,55,44,99,0.5555555555555556,72671,5
2054996431,30417123,22,16,17,17,1.9411764705882353,0,2,2,0.0,7585,3
2054996431,42912195,107,149,144,121,1.875,14,7,21,0.6666666666666666,17785,4
2054996431,50616961,103,314,233,369,2.9313304721030042,26,18,44,0.5909090909090909,76497,5
2054996431,43322909,53,15,56,70,1.5178571428571428,3,3,6,0.5,4505,2
2054996431,21600342,127,60,70,97,2.242857142857143,4,4,8,0.5,3357,2
2054996431,20968726,236,356,315,323,2.1555555555555554,22,16,38,0.5789473684210527,31412,5
2054996525,46304132,64,596,430,737,3.1,36,41,77,0.4675324675324675,108456,5
2054996525,59364348,63,45,55,82,2.309090909090909,5,2,7,0.7142857142857143,42230,5
2054996525,35004630,39,10,12,8,1.5,0,1,1,0.0,640,1
2054996525,44499930,119,64,67,54,1.7611940298507462,2,5,7,0.2857142857142857,2966,2
2054996525,28402157,131,397,301,324,2.395348837209302,21,24,45,0.4666666666666667,34723,5
2054996525,25108474,11,1087,627,592,2.677830940988836,79,49,128,0.6171875,154582,5
2054996525,59723924,8,148,112,114,2.3392857142857144,10,5,15,0.6666666666666666,38540,5
2054996525,39598858,222,90,109,137,2.0825688073394497,9,4,13,0.6923076923076923,13761,4
2054996525,20112539,37,1781,1941,5494,3.7480680061823803,187,155,342,0.5467836257309941,289438,5
2054996525,24166824,7,29,23,19,2.0869565217391304,2,1,3,0.6666666666666666,3207,2
2054996559,21975512,21,117,66,123,3.6363636363636362,7,6,13,0.5384615384615384,20404,4
2054996559,24670224,103,45,29,48,3.206896551724138,3,2,5,0.6,5842,2
2054996559,65629559,121,250,181,175,2.3480662983425415,14,14,28,0.5,38514,5
